sample	chr_end	n	n_status_changed	n_source_changed	n_detected_changed	n_detected_a	n_detected_b	n_ambiguous_a	n_ambiguous_b	mean_dconf
7302_day0_with_selection	chr9L	371	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr9R	639	0	0	0	2	2	0	0	0.0
7172_day0_with_selection	chr10L	208	0	0	0	1	1	0	0	0.0
7172_day0_with_selection	chr10R	271	0	0	0	4	4	0	0	0.0
7172_day0_with_selection	chr11L	333	0	1	0	1	1	0	0	-0.002
7172_day0_with_selection	chr11R	296	0	0	0	0	0	0	0	0.0
7172_day0_with_selection	chr12L	326	0	0	0	0	0	0	0	0.0
7172_day0_with_selection	chr12R	51	0	41	37	14	51	4	0	-0.001
7172_day0_with_selection	chr13L	339	0	0	0	1	1	1	1	0.0
7172_day0_with_selection	chr13R	275	0	1	0	1	1	0	0	0.001
7172_day0_with_selection	chr14L	144	0	1	0	13	13	8	7	0.0
7172_day0_with_selection	chr14R	305	0	1	0	5	5	1	1	-0.002
7172_day0_with_selection	chr15L	387	0	0	0	1	1	0	0	0.0
7172_day0_with_selection	chr15R	226	0	1	0	7	7	0	0	0.0
7172_day0_with_selection	chr16L	139	0	0	0	13	13	8	8	0.0
7172_day0_with_selection	chr16R	345	0	0	0	4	4	2	2	0.0
7172_day0_with_selection	chr1L	308	0	0	0	2	2	0	0	0.0
7172_day0_with_selection	chr1R	130	0	0	0	0	0	0	0	0.0
7172_day0_with_selection	chr2L	248	0	0	0	0	0	0	0	0.0
7172_day0_with_selection	chr2R	327	0	0	0	4	4	0	0	0.0
7172_day0_with_selection	chr3L	442	0	0	0	0	0	0	0	0.0
7172_day0_with_selection	chr3R	470	0	0	0	4	4	0	0	0.0
7172_day0_with_selection	chr4L	194	0	0	0	0	0	0	0	0.0
7172_day0_with_selection	chr4R	64	0	1	0	9	9	6	5	0.0
7172_day0_with_selection	chr5L	370	0	1	0	2	2	2	1	0.0
7172_day0_with_selection	chr5R	345	0	1	0	4	4	2	1	0.0
7172_day0_with_selection	chr6L	414	0	0	0	6	6	6	6	0.0
7172_day0_with_selection	chr6R	558	0	1	0	2	2	0	0	-0.001
7172_day0_with_selection	chr7L	356	0	0	0	0	0	0	0	0.0
7172_day0_with_selection	chr7R	233	0	0	0	3	3	1	1	0.0
7172_day0_with_selection	chr8L	393	0	0	0	5	5	3	3	0.0
7172_day0_with_selection	chr8R	126	0	0	0	5	5	3	3	0.0
7172_day0_with_selection	chr9L	275	0	0	0	1	1	0	0	0.0
7172_day0_with_selection	chr9R	419	0	0	0	1	1	0	0	0.0
