sample	strain	chr_end	read_id	copy_index	n_copies	true_element	matched_element	matched_end	yp_start	yp_end	read_length	telo_side	true_len	matched_len
6991_day0_with_selection	6991	chr14L	SRR33298395.1520973	1	5	E-chr14L-1	E-chr7R-1	chr7R	15318	45671	45819	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1856155	1	5	E-chr14L-1	E-chr7R-1	chr7R	138	30497	45817	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.417960	1	5	E-chr14L-1	E-chr7R-1	chr7R	15326	45735	45819	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.556315	1	5	E-chr14L-1	E-chr7R-1	chr7R	161	30596	45797	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1223597	1	5	E-chr14L-1	E-chr7R-1	chr7R	15313	45631	45813	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1871383	1	5	E-chr14L-1	E-chr7R-1	chr7R	15328	45716	45814	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.94638	1	5	E-chr14L-1	E-chr7R-1	chr7R	14459	44850	44992	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1699621	1	5	E-chr14L-1	E-chr7R-1	chr7R	129	30483	45803	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1457172	1	5	E-chr14L-1	E-chr7R-1	chr7R	218	30493	45811	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1313275	1	5	E-chr14L-1	E-chr7R-1	chr7R	194	30504	45815	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1413153	1	5	E-chr14L-1	E-chr7R-1	chr7R	14116	44531	44615	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1171862	1	5	E-chr14L-1	E-chr7R-1	chr7R	183	30551	45802	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1769377	1	5	E-chr14L-1	E-chr7R-1	chr7R	112	30521	45808	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.808806	1	5	E-chr14L-1	E-chr7R-1	chr7R	57	30460	45799	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.45787	1	5	E-chr14L-1	E-chr7R-1	chr7R	171	30472	45800	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1873984	1	5	E-chr14L-1	E-chr7R-1	chr7R	15353	45713	45805	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.229393	1	5	E-chr14L-1	E-chr7R-1	chr7R	124	30480	45769	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1602383	1	5	E-chr14L-1	E-chr7R-1	chr7R	230	30528	45765	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.614810	1	5	E-chr14L-1	E-chr7R-1	chr7R	13653	44037	44150	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1425574	1	5	E-chr14L-1	E-chr7R-1	chr7R	15350	45615	45778	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.614839	1	5	E-chr14L-1	E-chr7R-1	chr7R	15291	45576	45747	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.725852	1	5	E-chr14L-1	E-chr7R-1	chr7R	157	30586	45778	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.932054	1	5	E-chr14L-1	E-chr7R-1	chr7R	15260	45598	45757	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1680449	1	5	E-chr14L-1	E-chr7R-1	chr7R	15320	45671	45761	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.623650	1	5	E-chr14L-1	E-chr7R-1	chr7R	107	30460	45765	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1895310	1	5	E-chr14L-1	E-chr7R-1	chr7R	213	30477	45718	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1684331	1	5	E-chr14L-1	E-chr7R-1	chr7R	164	30602	45765	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.804308	1	5	E-chr14L-1	E-chr7R-1	chr7R	139	30514	45737	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1415318	1	5	E-chr14L-1	E-chr7R-1	chr7R	164	30471	45736	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1105386	1	5	E-chr14L-1	E-chr7R-1	chr7R	114	30471	45754	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1162528	1	5	E-chr14L-1	E-chr7R-1	chr7R	15269	45671	45743	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1616382	1	5	E-chr14L-1	E-chr7R-1	chr7R	15290	45661	45709	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1589903	1	5	E-chr14L-1	E-chr7R-1	chr7R	129	30433	45238	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1642275	1	5	E-chr14L-1	E-chr7R-1	chr7R	275	30693	45709	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1227184	1	5	E-chr14L-1	E-chr7R-1	chr7R	15133	45549	45717	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1565551	1	5	E-chr14L-1	E-chr7R-1	chr7R	14749	44988	45152	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1332427	1	5	E-chr14L-1	E-chr7R-1	chr7R	15315	45578	45663	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1891822	1	5	E-chr14L-1	E-chr7R-1	chr7R	15328	45590	45671	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.444584	1	5	E-chr14L-1	E-chr7R-1	chr7R	167	30599	45672	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.768550	1	5	E-chr14L-1	E-chr7R-1	chr7R	15305	45599	45690	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1612606	1	5	E-chr14L-1	E-chr7R-1	chr7R	138	30443	45624	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1682178	1	5	E-chr14L-1	E-chr7R-1	chr7R	15327	45610	45673	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.632405	1	5	E-chr14L-1	E-chr7R-1	chr7R	233	30639	45631	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.15459	1	5	E-chr14L-1	E-chr7R-1	chr7R	15271	45556	45636	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1362805	1	5	E-chr14L-1	E-chr7R-1	chr7R	15265	45464	45587	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.116162	1	5	E-chr14L-1	E-chr7R-1	chr7R	13144	43345	43407	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1121377	1	5	E-chr14L-1	E-chr7R-1	chr7R	15207	45326	45510	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.375597	1	5	E-chr14L-1	E-chr7R-1	chr7R	194	30221	45567	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.398939	1	5	E-chr14L-1	E-chr7R-1	chr7R	15277	45349	45526	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.708635	1	5	E-chr14L-1	E-chr7R-1	chr7R	14726	44876	45005	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1323710	1	5	E-chr14L-1	E-chr7R-1	chr7R	15234	45312	45448	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.283658	1	5	E-chr14L-1	E-chr7R-1	chr7R	140	30329	45350	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1859418	1	5	E-chr14L-1	E-chr7R-1	chr7R	223	30287	45401	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1313018	1	5	E-chr14L-1	E-chr7R-1	chr7R	171	30228	45380	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1616381	1	5	E-chr14L-1	E-chr7R-1	chr7R	114	30045	45379	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1409075	1	5	E-chr14L-1	E-chr7R-1	chr7R	15330	45095	45304	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1373269	1	5	E-chr14L-1	E-chr7R-1	chr7R	150	30125	45140	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.444173	1	5	E-chr14L-1	E-chr7R-1	chr7R	15315	45070	45188	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.857075	1	5	E-chr14L-1	E-chr7R-1	chr7R	76	29817	45133	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.794534	1	5	E-chr14L-1	E-chr7R-1	chr7R	222	29998	45040	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.332436	1	5	E-chr14L-1	E-chr7R-1	chr7R	14728	45010	45135	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1313228	1	5	E-chr14L-1	E-chr7R-1	chr7R	131	29719	43562	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.845865	1	5	E-chr14L-1	E-chr7R-1	chr7R	197	30598	44921	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1460232	1	5	E-chr14L-1	E-chr7R-1	chr7R	15314	44510	44648	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1113936	1	5	E-chr14L-1	E-chr7R-1	chr7R	12992	42700	42883	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.566981	1	5	E-chr14L-1	E-chr7R-1	chr7R	197	29245	44558	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1789589	1	5	E-chr14L-1	E-chr7R-1	chr7R	204	28886	42624	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.943817	1	5	E-chr14L-1	E-chr7R-1	chr7R	15315	43668	43775	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.208754	1	5	E-chr14L-1	E-chr7R-1	chr7R	99	28378	43718	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.880332	1	5	E-chr14L-1	E-chr7R-1	chr7R	112	28084	43412	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1283348	1	5	E-chr14L-1	E-chr7R-1	chr7R	150	27897	43228	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1131378	1	5	E-chr14L-1	E-chr7R-1	chr7R	15336	42949	43088	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1847772	1	5	E-chr14L-1	E-chr7R-1	chr7R	12968	40379	40495	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1001016	1	5	E-chr14L-1	E-chr7R-1	chr7R	13279	40568	40738	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.81767	1	5	E-chr14L-1	E-chr7R-1	chr7R	15321	42588	42689	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.409764	1	5	E-chr14L-1	E-chr7R-1	chr7R	98	27515	42210	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1306074	1	5	E-chr14L-1	E-chr7R-1	chr7R	15303	42335	42471	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1219190	1	5	E-chr14L-1	E-chr7R-1	chr7R	15337	42347	42432	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1063967	1	5	E-chr14L-1	E-chr7R-1	chr7R	88	26435	41761	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.627068	1	5	E-chr14L-1	E-chr7R-1	chr7R	15298	41440	41567	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.296625	1	5	E-chr14L-1	E-chr7R-1	chr7R	202	26197	41503	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1375686	1	5	E-chr14L-1	E-chr7R-1	chr7R	12247	41056	41170	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.754414	1	5	E-chr14L-1	E-chr7R-1	chr7R	89	25829	39773	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.266079	1	5	E-chr14L-1	E-chr7R-1	chr7R	133	25526	40849	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1075069	1	5	E-chr14L-1	E-chr7R-1	chr7R	130	25438	40773	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.240883	1	5	E-chr14L-1	E-chr7R-1	chr7R	112	25294	40615	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.600373	1	5	E-chr14L-1	E-chr7R-1	chr7R	15322	39986	40123	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1237598	1	5	E-chr14L-1	E-chr7R-1	chr7R	15308	39903	40044	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1091312	1	5	E-chr14L-1	E-chr7R-1	chr7R	286	26260	39981	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1850492	1	5	E-chr14L-1	E-chr7R-1	chr7R	103	23933	39238	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.315854	1	5	E-chr14L-1	E-chr7R-1	chr7R	139	23897	39228	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.207056	1	5	E-chr14L-1	E-chr7R-1	chr7R	172	26596	38891	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.506996	1	5	E-chr14L-1	E-chr7R-1	chr7R	178	23875	39140	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1765378	1	5	E-chr14L-1	E-chr7R-1	chr7R	159	22702	36699	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.675031	1	5	E-chr14L-1	E-chr7R-1	chr7R	199	23279	35714	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.389543	1	5	E-chr14L-1	E-chr7R-1	chr7R	155	22817	35906	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.444712	1	5	E-chr14L-1	E-chr7R-1	chr7R	96	23072	35390	beginning	5720	6654
6991_day0_with_selection	6991	chr14R	SRR33298395.1669606	1	1	E-chr14R-1	E-chr9L-1	chr9L	9229	16056	16252	end	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.88506	1	1	E-chr14R-1	E-chr9L-1	chr9L	184	7015	16071	beginning	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.614991	1	1	E-chr14R-1	E-chr9L-1	chr9L	110	6960	16177	beginning	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.768603	1	1	E-chr14R-1	E-chr9L-1	chr9L	9209	15941	16023	end	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.614488	1	1	E-chr14R-1	E-chr7R-1	chr7R	176	6798	15976	beginning	6530	6654
6991_day0_with_selection	6991	chr14R	SRR33298395.349274	1	1	E-chr14R-1	E-chr7R-1	chr7R	150	6791	15955	beginning	6530	6654
6991_day0_with_selection	6991	chr14R	SRR33298395.279078	1	1	E-chr14R-1	E-chr7R-1	chr7R	9149	15736	15878	end	6530	6654
6991_day0_with_selection	6991	chr14R	SRR33298395.1459324	1	1	E-chr14R-1	E-chr7R-1	chr7R	9142	15685	15809	end	6530	6654
6991_day0_with_selection	6991	chr16L	SRR33298395.632924	1	1	E-chr16L-1	E-chr10L-1	chr10L	19134	26245	26404	end	6653	6869
6991_day0_with_selection	6991	chr16L	SRR33298395.1099939	1	1	E-chr16L-1	E-chr10L-1	chr10L	19166	26037	26256	end	6653	6869
6991_day0_with_selection	6991	chr16R	SRR33298395.517366	1	1	E-chr16R-1	E-chr14L-4	chr14L	155	5355	9498	beginning	5302	5485
6991_day0_with_selection	6991	chr16R	SRR33298395.555288	1	1	E-chr16R-1	E-chr13L-1	chr13L	6336	11516	11672	end	5302	5483
6991_day0_with_selection	6991	chr2L	SRR33298395.117875	1	1	E-chr2L-1	E-chr8R-1	chr8R	182	5669	15445	beginning	5975	5468
6991_day0_with_selection	6991	chr2L	SRR33298395.202022	1	1	E-chr2L-1	E-chr8R-1	chr8R	9780	15246	15386	end	5975	5468
6991_day0_with_selection	6991	chr2L	SRR33298395.736127	1	1	E-chr2L-1	E-chr8R-1	chr8R	78	5401	15041	beginning	5975	5468
6991_day0_with_selection	6991	chr5R	SRR33298395.1657397	1	1	E-chr5R-1	E-chr10L-1	chr10L	233	7041	14339	beginning	6692	6869
6991_day0_with_selection	6991	chr5R	SRR33298395.580888	1	1	E-chr5R-1	E-chr10L-1	chr10L	7291	14111	14239	end	6692	6869
6991_day0_with_selection	6991	chr5R	SRR33298395.939873	1	1	E-chr5R-1	E-chr10L-1	chr10L	7273	14072	14216	end	6692	6869
6991_day0_with_selection	6991	chr6L	SRR33298395.319132	1	1	E-chr6L-1	E-chr14L-4	chr14L	192	5651	23829	beginning	5975	5485
6991_day0_with_selection	6991	chr6L	SRR33298395.1011445	1	1	E-chr6L-1	E-chr14L-5	chr14L	18037	23484	23627	end	5975	5484
6991_day0_with_selection	6991	chr6L	SRR33298395.807323	1	1	E-chr6L-1	E-chr14L-5	chr14L	18135	23507	23594	end	5975	5484
6991_day0_with_selection	6991	chr7R	SRR33298395.1707743	1	1	E-chr7R-1	E-chr8R-1	chr8R	147	5624	19644	beginning	6654	5468
6991_day0_with_selection	6991	chr8L	SRR33298395.1560587	1	1	E-chr8L-1	E-chr9L-1	chr9L	334	7197	15740	beginning	5058	6870
6991_day0_with_selection	6991	chr8L	SRR33298395.1208889	1	1	E-chr8L-1	E-chr2L-1	chr2L	5789	11094	11199	end	5058	5975
6991_day0_with_selection	6991	chr8R	SRR33298395.779900	1	1	E-chr8R-1	E-chr2L-1	chr2L	35271	41241	41420	end	5468	5975
6991_day0_with_selection	6991	chr8R	SRR33298395.1543959	1	1	E-chr8R-1	E-chr2L-1	chr2L	35291	41248	41366	end	5468	5975
6991_day0_with_selection_repeat	6991	chr10L	SRR33298373.491903	1	1	E-chr10L-1	E-chr16L-1	chr16L	320	6913	25283	beginning	6869	6654
6991_day0_with_selection_repeat	6991	chr10L	SRR33298373.545529	1	1	E-chr10L-1	E-chr16L-1	chr16L	18376	24958	25254	end	6869	6654
6991_day0_with_selection_repeat	6991	chr10L	SRR33298373.122658	1	1	E-chr10L-1	E-chr14L-1	chr14L	182	6809	25666	beginning	6869	6654
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.896473	1	1	E-chr13L-1	E-chr6L-1	chr6L	247	6212	16543	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.1068481	1	1	E-chr13L-1	E-chr6L-1	chr6L	207	6182	16491	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.1520960	1	1	E-chr13L-1	E-chr2L-1	chr2L	212	6183	16484	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.107087	1	1	E-chr13L-1	E-chr6L-1	chr6L	187	6156	16472	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.1079946	1	1	E-chr13L-1	E-chr6L-1	chr6L	184	6156	16480	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.8939	1	1	E-chr13L-1	E-chr2L-1	chr2L	10311	16282	16464	end	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.46529	1	1	E-chr13L-1	E-chr6L-1	chr6L	10322	16294	16459	end	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.797552	1	1	E-chr13L-1	E-chr6L-1	chr6L	10270	16235	16333	end	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.677153	1	1	E-chr13L-1	E-chr8L-1	chr8L	221	5282	15332	beginning	5483	5059
6991_day0_with_selection_repeat	6991	chr14R	SRR33298373.897522	1	1	E-chr14R-1	E-chr9L-1	chr9L	8375	15456	15646	end	6530	6870
6991_day0_with_selection_repeat	6991	chr14R	SRR33298373.1266643	1	1	E-chr14R-1	E-chr14L-1	chr14L	9169	15784	15973	end	6530	6654
6991_day0_with_selection_repeat	6991	chr14R	SRR33298373.942862	1	1	E-chr14R-1	E-chr13L-1	chr13L	163	5639	14791	beginning	6530	5483
6991_day0_with_selection_repeat	6991	chr16R	SRR33298373.72733	1	1	E-chr16R-1	E-chr14L-5	chr14L	70	5253	11600	beginning	5302	5485
6991_day0_with_selection_repeat	6991	chr2L	SRR33298373.284052	1	1	E-chr2L-1	E-chr8R-1	chr8R	162	5629	15428	beginning	5975	5469
6991_day0_with_selection_repeat	6991	chr5L	SRR33298373.260098	1	1	E-chr5L-1	E-chr10L-1	chr10L	5817	12525	12782	end	6480	6869
6991_day0_with_selection_repeat2	6991	chr10L	SRR33298384.498901	1	1	E-chr10L-1	E-chr7R-1	chr7R	17060	23654	23872	end	6869	6655
6991_day0_with_selection_repeat2	6991	chr10L	SRR33298384.151130	1	1	E-chr10L-1	E-chr7R-1	chr7R	176	6744	25566	beginning	6869	6655
6991_day0_with_selection_repeat2	6991	chr13L	SRR33298384.185796	1	1	E-chr13L-1	E-chr6L-1	chr6L	229	6171	16491	beginning	5483	5975
6991_day0_with_selection_repeat2	6991	chr13L	SRR33298384.45869	1	1	E-chr13L-1	E-chr6L-1	chr6L	203	6126	16454	beginning	5483	5975
6991_day0_with_selection_repeat2	6991	chr13L	SRR33298384.220455	1	1	E-chr13L-1	E-chr16R-1	chr16R	10599	15881	16133	end	5483	5302
6991_day0_with_selection_repeat2	6991	chr14R	SRR33298384.285744	1	1	E-chr14R-1	E-chr6L-1	chr6L	258	6235	15099	beginning	6530	5975
6991_day0_with_selection_repeat2	6991	chr15R	SRR33298384.129326	1	1	E-chr15R-1	E-chr9L-1	chr9L	19270	26130	26296	end	6650	6870
6991_day0_with_selection_repeat2	6991	chr16R	SRR33298384.538094	1	1	E-chr16R-1	E-chr13L-1	chr13L	192	5396	11736	beginning	5302	5483
6991_day0_with_selection_repeat2	6991	chr16R	SRR33298384.248800	1	1	E-chr16R-1	E-chr14L-5	chr14L	6348	11537	11615	end	5302	5485
6991_day0_with_selection_repeat2	6991	chr2L	SRR33298384.467718	1	1	E-chr2L-1	E-chr8R-1	chr8R	143	5933	15714	beginning	5975	5469
6991_day0_with_selection_repeat2	6991	chr2L	SRR33298384.313055	1	1	E-chr2L-1	E-chr8R-1	chr8R	104	5335	15138	beginning	5975	5469
7172_day0_with_selection	7172	chr16R	SRR33298432.177252	1	1	E-chr16R-1	E-chr14L-3	chr14L	256	5450	11800	beginning	5302	5485
7172_day0_with_selection	7172	chr16R	SRR33298432.315476	1	1	E-chr16R-1	E-chr14L-3	chr14L	6355	11550	11664	end	5302	5485
7172_day0_with_selection	7172	chr5R	SRR33298432.328531	1	1	E-chr5R-1	E-chr13L-1	chr13L	147	5604	12837	beginning	6693	5483
7172_day0_with_selection	7172	chr6L	SRR33298432.77931	1	1	E-chr6L-1	E-chr14L-3	chr14L	18165	23526	23662	end	5975	5485
7302_day0_with_selection	7302	chr10L	SRR33298452.573441	1	1	E-chr10L-1	E-chr14R-1	chr14R	18900	25405	25603	end	6869	6530
7302_day0_with_selection	7302	chr14R	SRR33298452.246202	1	1	E-chr14R-1	E-chr14L-1	chr14L	160	6783	14366	beginning	6530	6654
7302_day0_with_selection	7302	chr14R	SRR33298452.217955	1	1	E-chr14R-1	E-chr14L-1	chr14L	9170	15786	15939	end	6530	6654
7302_day0_with_selection	7302	chr2L	SRR33298452.59861	1	1	E-chr2L-1	E-chr8R-1	chr8R	9773	15242	15415	end	5975	5469
7302_day0_with_selection	7302	chr5R	SRR33298452.485827	1	1	E-chr5R-1	E-chr10L-1	chr10L	7293	14368	14580	end	6693	6869
7302_day0_with_selection	7302	chr5R	SRR33298452.241882	1	1	E-chr5R-1	E-chr14R-1	chr14R	7260	13762	13946	end	6693	6530
7302_day0_with_selection	7302	chr6L	SRR33298452.485661	1	1	E-chr6L-1	E-chr16L-1	chr16L	187	6820	25004	beginning	5975	6654
7302_day0_with_selection	7302	chr6L	SRR33298452.419935	1	1	E-chr6L-1	E-chr14R-1	chr14R	18163	24677	24846	end	5975	6530
7302_day0_with_selection	7302	chr6L	SRR33298452.427945	1	1	E-chr6L-1	E-chr14L-5	chr14L	143	5635	23816	beginning	5975	5485
7302_day0_with_selection	7302	chr6L	SRR33298452.400002	1	1	E-chr6L-1	E-chr14L-5	chr14L	176	5644	23810	beginning	5975	5485
7302_day0_with_selection	7302	chr6L	SRR33298452.272227	1	1	E-chr6L-1	E-chr14L-5	chr14L	18180	23635	23752	end	5975	5485
7302_day0_with_selection	7302	chr6L	SRR33298452.220014	1	1	E-chr6L-1	E-chr8R-1	chr8R	111	5589	23728	beginning	5975	5469
7302_day0_with_selection	7302	chr6L	SRR33298452.400093	1	1	E-chr6L-1	E-chr14L-5	chr14L	18076	23504	23653	end	5975	5485
7302_day0_with_selection	7302	chr8R	SRR33298452.555243	1	1	E-chr8R-1	E-chr2L-1	chr2L	151	6116	41425	beginning	5469	5975
