sample	strain	chr_end	read_id	copy_index	n_copies	true_element	matched_element	matched_end	yp_start	yp_end	read_length	telo_side
6991_day0_with_selection	6991	chr12R	SRR33298395.555237	5	7	E-chr12R-5	E-chr4R-3	chr4R	138	47297	58304	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.555237	6	7	E-chr12R-6	E-chr4R-7	chr4R	138	47297	58304	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.555237	7	7	E-chr12R-7	E-chr4R-7	chr4R	138	47297	58304	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.461985	2	7	E-chr12R-2	E-chr14L-2	chr14L	9554	56715	56816	end
6991_day0_with_selection	6991	chr12R	SRR33298395.461985	3	7	E-chr12R-3	E-chr14L-2	chr14L	9554	56715	56816	end
6991_day0_with_selection	6991	chr12R	SRR33298395.461985	4	7	E-chr12R-4	E-chr4R-3	chr4R	9554	56715	56816	end
6991_day0_with_selection	6991	chr12R	SRR33298395.461985	5	7	E-chr12R-5	E-chr4R-3	chr4R	9554	56715	56816	end
6991_day0_with_selection	6991	chr12R	SRR33298395.461985	6	7	E-chr12R-6	E-chr4R-7	chr4R	9554	56715	56816	end
6991_day0_with_selection	6991	chr12R	SRR33298395.461985	7	7	E-chr12R-7	E-chr14L-2	chr14L	9554	56715	56816	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1858784	2	7	E-chr12R-2	E-chr4R-3	chr4R	10991	58104	58250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1858784	3	7	E-chr12R-3	E-chr4R-3	chr4R	10991	58104	58250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1858784	4	7	E-chr12R-4	E-chr14L-2	chr14L	10991	58104	58250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1858784	5	7	E-chr12R-5	E-chr4R-3	chr4R	10991	58104	58250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1858784	6	7	E-chr12R-6	E-chr4R-3	chr4R	10991	58104	58250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1858784	7	7	E-chr12R-7	E-chr4R-3	chr4R	10991	58104	58250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1722681	2	7	E-chr12R-2	E-chr4R-3	chr4R	159	47228	56590	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1722681	3	7	E-chr12R-3	E-chr4R-7	chr4R	159	47228	56590	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1722681	4	7	E-chr12R-4	E-chr4R-7	chr4R	159	47228	56590	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1722681	5	7	E-chr12R-5	E-chr4R-7	chr4R	159	47228	56590	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1722681	6	7	E-chr12R-6	E-chr4R-3	chr4R	159	47228	56590	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1722681	7	7	E-chr12R-7	E-chr4R-7	chr4R	159	47228	56590	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1883616	2	7	E-chr12R-2	E-chr4R-3	chr4R	176	47152	58139	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1883616	3	7	E-chr12R-3	E-chr4R-3	chr4R	176	47152	58139	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1883616	4	7	E-chr12R-4	E-chr4R-3	chr4R	176	47152	58139	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1883616	5	7	E-chr12R-5	E-chr4R-7	chr4R	176	47152	58139	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1883616	6	7	E-chr12R-6	E-chr4R-3	chr4R	176	47152	58139	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1883616	7	7	E-chr12R-7	E-chr4R-3	chr4R	176	47152	58139	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.842178	2	7	E-chr12R-2	E-chr4R-7	chr4R	128	47322	57955	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.842178	3	7	E-chr12R-3	E-chr4R-3	chr4R	128	47322	57955	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.842178	4	7	E-chr12R-4	E-chr4R-7	chr4R	128	47322	57955	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.842178	5	7	E-chr12R-5	E-chr4R-3	chr4R	128	47322	57955	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.842178	6	7	E-chr12R-6	E-chr4R-3	chr4R	128	47322	57955	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.842178	7	7	E-chr12R-7	E-chr4R-3	chr4R	128	47322	57955	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.892940	2	7	E-chr12R-2	E-chr14L-2	chr14L	10955	57819	57956	end
6991_day0_with_selection	6991	chr12R	SRR33298395.892940	3	7	E-chr12R-3	E-chr4R-7	chr4R	10955	57819	57956	end
6991_day0_with_selection	6991	chr12R	SRR33298395.892940	4	7	E-chr12R-4	E-chr4R-3	chr4R	10955	57819	57956	end
6991_day0_with_selection	6991	chr12R	SRR33298395.892940	5	7	E-chr12R-5	E-chr14L-2	chr14L	10955	57819	57956	end
6991_day0_with_selection	6991	chr12R	SRR33298395.892940	6	7	E-chr12R-6	E-chr4R-5	chr4R	10955	57819	57956	end
6991_day0_with_selection	6991	chr12R	SRR33298395.892940	7	7	E-chr12R-7	E-chr14L-2	chr14L	10955	57819	57956	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1641150	2	7	E-chr12R-2	E-chr4R-7	chr4R	201	46854	57867	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1641150	3	7	E-chr12R-3	E-chr4R-3	chr4R	201	46854	57867	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1641150	4	7	E-chr12R-4	E-chr4R-7	chr4R	201	46854	57867	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1641150	5	7	E-chr12R-5	E-chr4R-3	chr4R	201	46854	57867	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1641150	6	7	E-chr12R-6	E-chr4R-7	chr4R	201	46854	57867	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1641150	7	7	E-chr12R-7	E-chr4R-7	chr4R	201	46854	57867	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.540744	2	7	E-chr12R-2	E-chr14L-2	chr14L	11025	57759	57872	end
6991_day0_with_selection	6991	chr12R	SRR33298395.540744	3	7	E-chr12R-3	E-chr14L-2	chr14L	11025	57759	57872	end
6991_day0_with_selection	6991	chr12R	SRR33298395.540744	4	7	E-chr12R-4	E-chr4R-3	chr4R	11025	57759	57872	end
6991_day0_with_selection	6991	chr12R	SRR33298395.540744	5	7	E-chr12R-5	E-chr4R-3	chr4R	11025	57759	57872	end
6991_day0_with_selection	6991	chr12R	SRR33298395.540744	6	7	E-chr12R-6	E-chr14L-2	chr14L	11025	57759	57872	end
6991_day0_with_selection	6991	chr12R	SRR33298395.540744	7	7	E-chr12R-7	E-chr14L-2	chr14L	11025	57759	57872	end
6991_day0_with_selection	6991	chr12R	SRR33298395.820677	2	7	E-chr12R-2	E-chr4R-3	chr4R	11024	57631	57841	end
6991_day0_with_selection	6991	chr12R	SRR33298395.820677	3	7	E-chr12R-3	E-chr4R-3	chr4R	11024	57631	57841	end
6991_day0_with_selection	6991	chr12R	SRR33298395.820677	4	7	E-chr12R-4	E-chr14L-2	chr14L	11024	57631	57841	end
6991_day0_with_selection	6991	chr12R	SRR33298395.820677	5	7	E-chr12R-5	E-chr14L-2	chr14L	11024	57631	57841	end
6991_day0_with_selection	6991	chr12R	SRR33298395.820677	6	7	E-chr12R-6	E-chr14L-2	chr14L	11024	57631	57841	end
6991_day0_with_selection	6991	chr12R	SRR33298395.820677	7	7	E-chr12R-7	E-chr14L-2	chr14L	11024	57631	57841	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1739487	2	7	E-chr12R-2	E-chr14L-2	chr14L	11007	57550	57769	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1739487	3	7	E-chr12R-3	E-chr14L-2	chr14L	11007	57550	57769	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1739487	4	7	E-chr12R-4	E-chr14L-2	chr14L	11007	57550	57769	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1739487	5	7	E-chr12R-5	E-chr4R-3	chr4R	11007	57550	57769	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1739487	6	7	E-chr12R-6	E-chr4R-3	chr4R	11007	57550	57769	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1739487	7	7	E-chr12R-7	E-chr14L-2	chr14L	11007	57550	57769	end
6991_day0_with_selection	6991	chr12R	SRR33298395.810894	2	7	E-chr12R-2	E-chr14L-2	chr14L	11004	57547	57740	end
6991_day0_with_selection	6991	chr12R	SRR33298395.810894	3	7	E-chr12R-3	E-chr4R-3	chr4R	11004	57547	57740	end
6991_day0_with_selection	6991	chr12R	SRR33298395.810894	4	7	E-chr12R-4	E-chr4R-3	chr4R	11004	57547	57740	end
6991_day0_with_selection	6991	chr12R	SRR33298395.810894	5	7	E-chr12R-5	E-chr14L-2	chr14L	11004	57547	57740	end
6991_day0_with_selection	6991	chr12R	SRR33298395.810894	6	7	E-chr12R-6	E-chr14L-2	chr14L	11004	57547	57740	end
6991_day0_with_selection	6991	chr12R	SRR33298395.810894	7	7	E-chr12R-7	E-chr14L-2	chr14L	11004	57547	57740	end
6991_day0_with_selection	6991	chr12R	SRR33298395.947149	2	7	E-chr12R-2	E-chr4R-7	chr4R	168	47016	57678	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.947149	3	7	E-chr12R-3	E-chr4R-3	chr4R	168	47016	57678	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.947149	4	7	E-chr12R-4	E-chr4R-3	chr4R	168	47016	57678	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.947149	5	7	E-chr12R-5	E-chr4R-3	chr4R	168	47016	57678	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.947149	6	7	E-chr12R-6	E-chr4R-3	chr4R	168	47016	57678	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.947149	7	7	E-chr12R-7	E-chr4R-3	chr4R	168	47016	57678	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1094711	2	7	E-chr12R-2	E-chr4R-7	chr4R	219	46346	57344	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1094711	3	7	E-chr12R-3	E-chr4R-7	chr4R	219	46346	57344	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1094711	4	7	E-chr12R-4	E-chr4R-3	chr4R	219	46346	57344	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1094711	5	7	E-chr12R-5	E-chr4R-3	chr4R	219	46346	57344	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1094711	6	7	E-chr12R-6	E-chr4R-3	chr4R	219	46346	57344	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1094711	7	7	E-chr12R-7	E-chr4R-7	chr4R	219	46346	57344	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1330279	2	7	E-chr12R-2	E-chr4R-3	chr4R	242	46252	57268	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1330279	3	7	E-chr12R-3	E-chr4R-3	chr4R	242	46252	57268	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1330279	4	7	E-chr12R-4	E-chr4R-5	chr4R	242	46252	57268	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1330279	5	7	E-chr12R-5	E-chr4R-7	chr4R	242	46252	57268	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1330279	6	7	E-chr12R-6	E-chr4R-7	chr4R	242	46252	57268	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1330279	7	7	E-chr12R-7	E-chr4R-7	chr4R	242	46252	57268	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.822461	2	7	E-chr12R-2	E-chr4R-7	chr4R	172	45914	56901	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.822461	3	7	E-chr12R-3	E-chr4R-7	chr4R	172	45914	56901	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.822461	4	7	E-chr12R-4	E-chr4R-3	chr4R	172	45914	56901	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.822461	5	7	E-chr12R-5	E-chr4R-3	chr4R	172	45914	56901	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.822461	6	7	E-chr12R-6	E-chr4R-7	chr4R	172	45914	56901	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.822461	7	7	E-chr12R-7	E-chr4R-7	chr4R	172	45914	56901	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.344450	2	7	E-chr12R-2	E-chr14L-2	chr14L	172	45805	56813	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.344450	3	7	E-chr12R-3	E-chr4R-7	chr4R	172	45805	56813	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.344450	4	7	E-chr12R-4	E-chr4R-3	chr4R	172	45805	56813	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.344450	5	7	E-chr12R-5	E-chr4R-3	chr4R	172	45805	56813	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.344450	6	7	E-chr12R-6	E-chr4R-3	chr4R	172	45805	56813	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.344450	7	7	E-chr12R-7	E-chr4R-3	chr4R	172	45805	56813	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1784456	2	7	E-chr12R-2	E-chr14L-2	chr14L	121	45192	56202	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1784456	3	7	E-chr12R-3	E-chr4R-3	chr4R	121	45192	56202	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1784456	4	7	E-chr12R-4	E-chr4R-7	chr4R	121	45192	56202	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1784456	5	7	E-chr12R-5	E-chr4R-3	chr4R	121	45192	56202	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1784456	6	7	E-chr12R-6	E-chr4R-7	chr4R	121	45192	56202	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1784456	7	7	E-chr12R-7	E-chr4R-3	chr4R	121	45192	56202	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1846287	2	7	E-chr12R-2	E-chr4R-7	chr4R	17	45183	56188	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1846287	3	7	E-chr12R-3	E-chr4R-3	chr4R	17	45183	56188	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1846287	4	7	E-chr12R-4	E-chr4R-7	chr4R	17	45183	56188	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1846287	5	7	E-chr12R-5	E-chr4R-7	chr4R	17	45183	56188	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1846287	6	7	E-chr12R-6	E-chr14L-2	chr14L	17	45183	56188	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1846287	7	7	E-chr12R-7	E-chr4R-3	chr4R	17	45183	56188	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1037845	2	7	E-chr12R-2	E-chr4R-7	chr4R	127	45102	56070	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1037845	3	7	E-chr12R-3	E-chr14L-2	chr14L	127	45102	56070	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1037845	4	7	E-chr12R-4	E-chr4R-3	chr4R	127	45102	56070	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1037845	5	7	E-chr12R-5	E-chr4R-7	chr4R	127	45102	56070	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1037845	6	7	E-chr12R-6	E-chr4R-3	chr4R	127	45102	56070	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1037845	7	7	E-chr12R-7	E-chr4R-3	chr4R	127	45102	56070	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.933541	2	7	E-chr12R-2	E-chr4R-7	chr4R	136	45037	56036	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.933541	3	7	E-chr12R-3	E-chr4R-7	chr4R	136	45037	56036	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.933541	4	7	E-chr12R-4	E-chr4R-7	chr4R	136	45037	56036	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.933541	5	7	E-chr12R-5	E-chr4R-7	chr4R	136	45037	56036	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.933541	6	7	E-chr12R-6	E-chr4R-7	chr4R	136	45037	56036	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.933541	7	7	E-chr12R-7	E-chr4R-3	chr4R	136	45037	56036	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.561276	2	7	E-chr12R-2	E-chr4R-7	chr4R	165	44868	55858	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.561276	3	7	E-chr12R-3	E-chr4R-3	chr4R	165	44868	55858	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.561276	4	7	E-chr12R-4	E-chr14L-2	chr14L	165	44868	55858	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.561276	5	7	E-chr12R-5	E-chr4R-3	chr4R	165	44868	55858	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.561276	6	7	E-chr12R-6	E-chr4R-3	chr4R	165	44868	55858	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.561276	7	7	E-chr12R-7	E-chr4R-3	chr4R	165	44868	55858	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1769235	2	7	E-chr12R-2	E-chr4R-7	chr4R	166	44670	55676	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1769235	3	7	E-chr12R-3	E-chr4R-3	chr4R	166	44670	55676	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1769235	4	7	E-chr12R-4	E-chr4R-7	chr4R	166	44670	55676	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1769235	5	7	E-chr12R-5	E-chr4R-3	chr4R	166	44670	55676	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1769235	6	7	E-chr12R-6	E-chr4R-3	chr4R	166	44670	55676	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1769235	7	7	E-chr12R-7	E-chr4R-7	chr4R	166	44670	55676	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.907205	2	7	E-chr12R-2	E-chr4R-7	chr4R	21	44683	55662	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.907205	3	7	E-chr12R-3	E-chr4R-3	chr4R	21	44683	55662	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.907205	4	7	E-chr12R-4	E-chr4R-3	chr4R	21	44683	55662	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.907205	5	7	E-chr12R-5	E-chr4R-7	chr4R	21	44683	55662	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.907205	6	7	E-chr12R-6	E-chr14L-2	chr14L	21	44683	55662	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.907205	7	7	E-chr12R-7	E-chr4R-3	chr4R	21	44683	55662	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.231323	2	7	E-chr12R-2	E-chr4R-7	chr4R	160	44271	55283	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.231323	3	7	E-chr12R-3	E-chr4R-7	chr4R	160	44271	55283	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.231323	4	7	E-chr12R-4	E-chr14L-2	chr14L	160	44271	55283	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.231323	5	7	E-chr12R-5	E-chr4R-3	chr4R	160	44271	55283	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.231323	6	7	E-chr12R-6	E-chr4R-3	chr4R	160	44271	55283	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.231323	7	7	E-chr12R-7	E-chr14L-2	chr14L	160	44271	55283	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1429303	2	7	E-chr12R-2	E-chr4R-7	chr4R	147	42861	53862	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1429303	3	7	E-chr12R-3	E-chr4R-3	chr4R	147	42861	53862	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1429303	4	7	E-chr12R-4	E-chr4R-3	chr4R	147	42861	53862	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1429303	5	7	E-chr12R-5	E-chr4R-3	chr4R	147	42861	53862	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1429303	6	7	E-chr12R-6	E-chr4R-3	chr4R	147	42861	53862	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1429303	7	7	E-chr12R-7	E-chr4R-3	chr4R	147	42861	53862	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1891201	2	7	E-chr12R-2	E-chr4R-7	chr4R	128	42832	53824	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1891201	3	7	E-chr12R-3	E-chr4R-3	chr4R	128	42832	53824	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1891201	4	7	E-chr12R-4	E-chr14L-2	chr14L	128	42832	53824	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1891201	5	7	E-chr12R-5	E-chr14L-2	chr14L	128	42832	53824	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1891201	6	7	E-chr12R-6	E-chr4R-7	chr4R	128	42832	53824	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1891201	7	7	E-chr12R-7	E-chr4R-3	chr4R	128	42832	53824	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1510267	2	7	E-chr12R-2	E-chr4R-7	chr4R	202	42777	53445	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1510267	3	7	E-chr12R-3	E-chr14L-2	chr14L	202	42777	53445	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1510267	4	7	E-chr12R-4	E-chr4R-5	chr4R	202	42777	53445	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1510267	5	7	E-chr12R-5	E-chr14L-2	chr14L	202	42777	53445	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1510267	6	7	E-chr12R-6	E-chr4R-3	chr4R	202	42777	53445	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1510267	7	7	E-chr12R-7	E-chr4R-3	chr4R	202	42777	53445	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.325253	2	7	E-chr12R-2	E-chr4R-3	chr4R	10506	52973	53092	end
6991_day0_with_selection	6991	chr12R	SRR33298395.325253	3	7	E-chr12R-3	E-chr4R-3	chr4R	10506	52973	53092	end
6991_day0_with_selection	6991	chr12R	SRR33298395.325253	4	7	E-chr12R-4	E-chr4R-3	chr4R	10506	52973	53092	end
6991_day0_with_selection	6991	chr12R	SRR33298395.325253	5	7	E-chr12R-5	E-chr14L-2	chr14L	10506	52973	53092	end
6991_day0_with_selection	6991	chr12R	SRR33298395.325253	6	7	E-chr12R-6	E-chr14L-2	chr14L	10506	52973	53092	end
6991_day0_with_selection	6991	chr12R	SRR33298395.325253	7	7	E-chr12R-7	E-chr4R-3	chr4R	10506	52973	53092	end
6991_day0_with_selection	6991	chr12R	SRR33298395.113966	2	7	E-chr12R-2	E-chr4R-3	chr4R	147	42418	53421	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.113966	3	7	E-chr12R-3	E-chr4R-3	chr4R	147	42418	53421	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.113966	4	7	E-chr12R-4	E-chr4R-7	chr4R	147	42418	53421	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.113966	5	7	E-chr12R-5	E-chr4R-3	chr4R	147	42418	53421	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.113966	6	7	E-chr12R-6	E-chr4R-3	chr4R	147	42418	53421	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.113966	7	7	E-chr12R-7	E-chr4R-7	chr4R	147	42418	53421	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.351872	2	7	E-chr12R-2	E-chr4R-3	chr4R	10572	52031	52250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.351872	3	7	E-chr12R-3	E-chr14L-2	chr14L	10572	52031	52250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.351872	4	7	E-chr12R-4	E-chr14L-2	chr14L	10572	52031	52250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.351872	5	7	E-chr12R-5	E-chr4R-3	chr4R	10572	52031	52250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.351872	6	7	E-chr12R-6	E-chr14L-2	chr14L	10572	52031	52250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.351872	7	7	E-chr12R-7	E-chr4R-3	chr4R	10572	52031	52250	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1732806	2	7	E-chr12R-2	E-chr15R-1	chr15R	11016	52441	52604	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1732806	3	7	E-chr12R-3	E-chr4R-3	chr4R	11016	52441	52604	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1732806	4	7	E-chr12R-4	E-chr4R-7	chr4R	11016	52441	52604	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1732806	5	7	E-chr12R-5	E-chr14L-2	chr14L	11016	52441	52604	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1732806	6	7	E-chr12R-6	E-chr4R-3	chr4R	11016	52441	52604	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1732806	7	7	E-chr12R-7	E-chr4R-3	chr4R	11016	52441	52604	end
6991_day0_with_selection	6991	chr12R	SRR33298395.921091	2	7	E-chr12R-2	E-chr4R-5	chr4R	78	40927	51928	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.921091	3	7	E-chr12R-3	E-chr4R-3	chr4R	78	40927	51928	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.921091	4	7	E-chr12R-4	E-chr4R-7	chr4R	78	40927	51928	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.921091	5	7	E-chr12R-5	E-chr4R-7	chr4R	78	40927	51928	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.921091	6	7	E-chr12R-6	E-chr4R-3	chr4R	78	40927	51928	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.921091	7	7	E-chr12R-7	E-chr14L-2	chr14L	78	40927	51928	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.1819090	2	7	E-chr12R-2	E-chr14L-2	chr14L	11011	51389	51567	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1819090	3	7	E-chr12R-3	E-chr15R-1	chr15R	11011	51389	51567	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1819090	4	7	E-chr12R-4	E-chr4R-7	chr4R	11011	51389	51567	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1819090	5	7	E-chr12R-5	E-chr4R-3	chr4R	11011	51389	51567	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1819090	6	7	E-chr12R-6	E-chr4R-3	chr4R	11011	51389	51567	end
6991_day0_with_selection	6991	chr12R	SRR33298395.1819090	7	7	E-chr12R-7	E-chr14L-2	chr14L	11011	51389	51567	end
6991_day0_with_selection	6991	chr12R	SRR33298395.693652	2	7	E-chr12R-2	E-chr4R-3	chr4R	155	41823	51516	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.693652	3	7	E-chr12R-3	E-chr4R-3	chr4R	155	41823	51516	beginning
6991_day0_with_selection	6991	chr12R	SRR33298395.693652	4	7	E-chr12R-4	E-chr4R-3	chr4R	155	41823	51516	beginning
