sample	read_id	chr_end	copy_index	n_copies	true_element	true_group	matched_element	matched_group	donor_end	same_end	telo_side	read_length	yp_start	yp_end
6991_day0_with_selection	SRR33298395.1460232	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	44648	15314	44510
6991_day0_with_selection	SRR33298395.1113936	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	42883	12992	42700
6991_day0_with_selection	SRR33298395.566981	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	44558	197	29245
6991_day0_with_selection	SRR33298395.1789589	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	42624	204	28886
6991_day0_with_selection	SRR33298395.943817	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	43775	15315	43668
6991_day0_with_selection	SRR33298395.208754	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	43718	99	28378
6991_day0_with_selection	SRR33298395.880332	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	43412	112	28084
6991_day0_with_selection	SRR33298395.1283348	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	43228	150	27897
6991_day0_with_selection	SRR33298395.1131378	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	43088	15336	42949
6991_day0_with_selection	SRR33298395.1847772	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	40495	12968	40379
6991_day0_with_selection	SRR33298395.1001016	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	40738	13279	40568
6991_day0_with_selection	SRR33298395.81767	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	42689	15321	42588
6991_day0_with_selection	SRR33298395.409764	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	42210	98	27515
6991_day0_with_selection	SRR33298395.1306074	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	42471	15303	42335
6991_day0_with_selection	SRR33298395.1219190	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	42432	15337	42347
6991_day0_with_selection	SRR33298395.1063967	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	41761	88	26435
6991_day0_with_selection	SRR33298395.627068	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	41567	15298	41440
6991_day0_with_selection	SRR33298395.296625	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	41503	202	26197
6991_day0_with_selection	SRR33298395.1375686	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	41170	12247	41056
6991_day0_with_selection	SRR33298395.754414	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	39773	89	25829
6991_day0_with_selection	SRR33298395.266079	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	40849	133	25526
6991_day0_with_selection	SRR33298395.1075069	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	40773	130	25438
6991_day0_with_selection	SRR33298395.240883	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	40615	112	25294
6991_day0_with_selection	SRR33298395.600373	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	40123	15322	39986
6991_day0_with_selection	SRR33298395.1237598	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	40044	15308	39903
6991_day0_with_selection	SRR33298395.1091312	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	39981	286	26260
6991_day0_with_selection	SRR33298395.1850492	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	39238	103	23933
6991_day0_with_selection	SRR33298395.315854	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	39228	139	23897
6991_day0_with_selection	SRR33298395.207056	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	38891	172	26596
6991_day0_with_selection	SRR33298395.506996	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	39140	178	23875
6991_day0_with_selection	SRR33298395.1765378	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	36699	159	22702
6991_day0_with_selection	SRR33298395.675031	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	35714	199	23279
6991_day0_with_selection	SRR33298395.389543	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	35906	155	22817
6991_day0_with_selection	SRR33298395.444712	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	35390	96	23072
6991_day0_with_selection	SRR33298395.1669606	chr14R	1	1	E-chr14R-1	G11	E-chr9L-1	G7	chr9L	False	end	16252	9229	16056
6991_day0_with_selection	SRR33298395.88506	chr14R	1	1	E-chr14R-1	G11	E-chr9L-1	G7	chr9L	False	beginning	16071	184	7015
6991_day0_with_selection	SRR33298395.614991	chr14R	1	1	E-chr14R-1	G11	E-chr9L-1	G7	chr9L	False	beginning	16177	110	6960
6991_day0_with_selection	SRR33298395.768603	chr14R	1	1	E-chr14R-1	G11	E-chr9L-1	G7	chr9L	False	end	16023	9209	15941
6991_day0_with_selection	SRR33298395.614488	chr14R	1	1	E-chr14R-1	G11	E-chr7R-1	G8	chr7R	False	beginning	15976	176	6798
6991_day0_with_selection	SRR33298395.349274	chr14R	1	1	E-chr14R-1	G11	E-chr7R-1	G8	chr7R	False	beginning	15955	150	6791
6991_day0_with_selection	SRR33298395.279078	chr14R	1	1	E-chr14R-1	G11	E-chr7R-1	G8	chr7R	False	end	15878	9149	15736
6991_day0_with_selection	SRR33298395.1459324	chr14R	1	1	E-chr14R-1	G11	E-chr7R-1	G8	chr7R	False	end	15809	9142	15685
6991_day0_with_selection	SRR33298395.632924	chr16L	1	1	E-chr16L-1	G8	E-chr10L-1	G7	chr10L	False	end	26404	19134	26245
6991_day0_with_selection	SRR33298395.1099939	chr16L	1	1	E-chr16L-1	G8	E-chr10L-1	G7	chr10L	False	end	26256	19166	26037
6991_day0_with_selection	SRR33298395.517366	chr16R	1	1	E-chr16R-1	G6	E-chr14L-4	G2	chr14L	False	beginning	9498	155	5355
6991_day0_with_selection	SRR33298395.555288	chr16R	1	1	E-chr16R-1	G6	E-chr13L-1	G2	chr13L	False	end	11672	6336	11516
6991_day0_with_selection	SRR33298395.117875	chr2L	1	1	E-chr2L-1	G1	E-chr8R-1	G3	chr8R	False	beginning	15445	182	5669
6991_day0_with_selection	SRR33298395.202022	chr2L	1	1	E-chr2L-1	G1	E-chr8R-1	G3	chr8R	False	end	15386	9780	15246
6991_day0_with_selection	SRR33298395.736127	chr2L	1	1	E-chr2L-1	G1	E-chr8R-1	G3	chr8R	False	beginning	15041	78	5401
6991_day0_with_selection	SRR33298395.1657397	chr5R	1	1	E-chr5R-1	G9	E-chr10L-1	G7	chr10L	False	beginning	14339	233	7041
6991_day0_with_selection	SRR33298395.580888	chr5R	1	1	E-chr5R-1	G9	E-chr10L-1	G7	chr10L	False	end	14239	7291	14111
6991_day0_with_selection	SRR33298395.939873	chr5R	1	1	E-chr5R-1	G9	E-chr10L-1	G7	chr10L	False	end	14216	7273	14072
6991_day0_with_selection	SRR33298395.319132	chr6L	1	1	E-chr6L-1	G1	E-chr14L-4	G2	chr14L	False	beginning	23829	192	5651
6991_day0_with_selection	SRR33298395.1011445	chr6L	1	1	E-chr6L-1	G1	E-chr14L-5	G2	chr14L	False	end	23627	18037	23484
6991_day0_with_selection	SRR33298395.807323	chr6L	1	1	E-chr6L-1	G1	E-chr14L-5	G2	chr14L	False	end	23594	18135	23507
6991_day0_with_selection	SRR33298395.1707743	chr7R	1	1	E-chr7R-1	G8	E-chr8R-1	G3	chr8R	False	beginning	19644	147	5624
6991_day0_with_selection	SRR33298395.1560587	chr8L	1	1	E-chr8L-1	G5	E-chr9L-1	G7	chr9L	False	beginning	15740	334	7197
6991_day0_with_selection	SRR33298395.1208889	chr8L	1	1	E-chr8L-1	G5	E-chr2L-1	G1	chr2L	False	end	11199	5789	11094
6991_day0_with_selection	SRR33298395.779900	chr8R	1	1	E-chr8R-1	G3	E-chr2L-1	G1	chr2L	False	end	41420	35271	41241
6991_day0_with_selection	SRR33298395.1543959	chr8R	1	1	E-chr8R-1	G3	E-chr2L-1	G1	chr2L	False	end	41366	35291	41248
