strain	PD	read_uuid	sample	our_read_id	paper_chr_end	paper_n_yprime	paper_ids	paper_switch	our_chr_end	our_n_yprime	our_ids	our_status	our_path	our_entries	our_source	our_mechanism	our_blocks	our_switch
7172	28	42792bed-57fc-4390-af27-38d096716d3f	7172_day3_with_selection	SRR33298430.264738	chr12R	10	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	9.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[2]:ID2_Red	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8|chr12R6,8	chr12R	tandem_amplification_same_end	chr12R	False
7172	28	436efa13-1f13-46bc-9408-221706894e87	7172_day3_with_selection	SRR33298430.430383	chr15L	5	ID3,ID3,ID3,ID2,ID5	N	chr15L	5.0	ID5_Blue-Light,ID2_Red,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[1-3]:ID5_Blue-Light,ID2_Red,ID3_Orange > chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange	chr14L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr14L3|chr14L3	chr14L	donor_transfer	chr14L	False
7302	28	441cdd41-dfea-4f50-ab44-785a59f09c5f	7302_day3_with_selection	SRR33298450.45757	chr14L	11	ID5,ID2,ID3,ID3,ID3,ID2,ID2,ID2,ID2,ID2,ID2	N	chr14L	11.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x1.5 moderate)	chr16L1|chr4R1,2,3,6|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr12R6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R1,2,3,6|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L > chr12R	True
7302	33	44cc9e63-041d-4002-af75-5b2a5a7a1f3e	7302_day4_with_selection	SRR33298449.23058	chr4L	5	ID7,ID8,ID7,ID8,ID7	N	chr4L	5.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[2-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow(circ x2.5 strong)	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7302	33	44d4a8e5-afd7-41e2-b203-afba9708c1b9	7302_day4_with_selection	SRR33298449.309344	chr16R	3	ID2,ID2,ID1	N	chr16R	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr16R1|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7302	28	456237b1-c753-4799-9806-cd8b6139ecf1	7302_day3_with_selection	SRR33298450.203144	chr14L	13	ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID2,ID5	N	chr14L	13.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3-5]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x2.7 strong)	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L	True
7302	33	458af5fd-38ed-46b7-8f16-442656c275a8	7302_day4_with_selection	SRR33298449.557763	chr15R	4	ID2,ID2,ID8,ID8	Y	chr15R	4.0	ID2_Red-Dark,ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	self[1]:ID2_Red-Dark > chr13L?[2]:ID2_Red-Light > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr15R1|chr15R1|chr13L4|chr13L4	chr12R	donor_transfer_candidates:2	chr15R > chr13L	True
7302	33	48c16cfd-eaa9-4ffe-8dc2-34403657c68a	7302_day4_with_selection	SRR33298449.420201	chr7R	4	ID3,ID3,ID2,ID5	N	chr7R	4.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange	Y' Gain	chr14L[2-4]:ID2_Red-Light,ID3_Orange,ID3_Orange	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	33	49090f2b-66bc-4e44-a556-32ebcc97901c	7172_day4_with_selection	SRR33298429.319909	chr5L	3	ID3,ID2,ID6	N	chr5L	3.0	ID6_Purple-Light,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange	chr5L1|chr4R1,2,6;chr16L2|chr14L3	chr14L	donor_transfer	chr14L	False
7172	33	4920f037-e854-4bdc-8059-54e6550dad44	7172_day4_with_selection_repeat	SRR33298428.289787	chr2R	3	ID1,ID2,ID2	N	chr2R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R|chr4R:ID2_Red,ID2_Red	chr13L1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer	chr12R	False
7302	33	49744c86-4a2e-49ef-b1a8-b03833ad93f3	7302_day4_with_selection	SRR33298449.214186	chr2L	4	ID2,ID2,ID2,ID4	N	chr2L	4.0	ID4_Green-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[5-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr2L1|chr4R5|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7302	28	49f5b1fa-4cbe-492e-b3b3-06a9b6951f74	7302_day3_with_selection	SRR33298450.114409	chr4R	12	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	11.0	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	self[4-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R5|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R5|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	tandem_amplification_same_end	chr4R	False
7172	33	4ac0e437-0878-4386-8260-6be5ba3daf6b	7172_day4_with_selection_repeat	SRR33298428.360752	chr14R	10	ID4,ID2,ID4,ID2,ID4,ID2,ID4,ID2,ID4,ID6	Y	chr14R	10.0	ID6_Purple-Neutral,ID4_Green-Light,ID2_Red,ID4_Green-Light,ID2_Red,ID4_Green-Light,ID2_Red,ID4_Green-Light,ID2_Red,ID4_Green-Light	Y' Gain	chr2L|chr6L:ID4_Green-Light > chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light > chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light > chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light > chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light	chr14R1|chr2L1|chr4R1,2,6;chr16L2|chr2L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr2L1|chr4R1,2,6;chr16L2|chr2L1|chr4R1,2,6;chr16L2|chr2L1	chr16	unmatched_array	chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L	True
7302	28	4b7e04d0-8590-4b24-acb3-9846b26d0586	7302_day3_with_selection	SRR33298450.532461	chr15R	4	ID2,ID2,ID2,ID2	N	chr15R	4.0	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr15R1|chr4R1,2,3,6|chr4R1,2,3,6|chr4R1,2,3,6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	33	4b92ac4d-d539-422f-a13f-a4cad03e2e7d	7172_day4_with_selection_repeat	SRR33298428.121845	chr5L	3	ID6,ID2,ID2	N	chr5L	3.0	ID6_Purple-Light,ID2_Red,ID2_Red	Y' Gain	chr16L|chr4R:ID2_Red,ID2_Red	chr5L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:3	chr16L|chr4R	False
7302	33	4bf3de54-d9df-424f-9bde-72a8a4b56b30	7302_day4_with_selection	SRR33298449.389750	chr14L	12	ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID2,ID5	N	chr14L	12.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x7.0 strong)	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L	True
7172	28	4db3db1e-602f-4cb5-b407-58bc82de9f12	7172_day3_with_selection	SRR33298430.416012	chr5R	3	ID2,ID2,ID1	N	chr5R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr16L|chr4R:ID2_Red,ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:3	chr16L|chr4R	False
7172	33	4dfa9235-b0ea-473e-a69d-7bf648a0bf24	7172_day4_with_selection_repeat	SRR33298428.545459	chr5R	4	ID2,ID2,ID2,ID1	N	chr5R	4.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red,ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7302	33	50aca7eb-cf02-4fda-a682-d5bfa0b5a255	7302_day4_with_selection	SRR33298449.568949	chr14L	8	ID3,ID3,ID3,ID3,ID3,ID3,ID2,ID5	N	chr14L	8.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3-5]:ID3_Orange,ID3_Orange,ID3_Orange	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L	True
7172	33	50ddb90d-dacd-49ae-96bf-67cd98b48989	7172_day4_with_selection_repeat	SRR33298428.401163	chr8L	4	ID1,ID2,ID4,ID2	Y	chr8L	4.0	ID1_Gray,ID2_Red,ID4_Green-Light,ID2_Red	Y' Gain	chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light > chr12R|chr14L|chr15R|chr16L|chr4R:ID2_Red	chr8L1|chr12R7|chr6L1|chr12R7	ambiguous	unmatched_array	chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr15R|chr16L|chr4R	True
7172	33	50e613aa-8a9d-4259-8908-c0edfab6de80	7172_day4_with_selection_repeat	SRR33298428.298750	chr1R	5	ID2,ID2,ID2,ID2,ID2	N	chr1R	5.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R|chr14L|chr4R:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x5.0)	chr12R6,8|chr12R6,8|chr12R7|chr12R6,8|chr12R6,8	chr12R	donor_transfer_candidates:2	chr12R|chr14L|chr4R	False
7302	28	52163912-4321-4834-8803-7cf53ebb5fcc	7302_day3_with_selection	SRR33298450.387515	chr13R	2	ID7,ID5	Y	chr13R	2.0	ID5_Blue-Dark,ID7_Yellow	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr13L[1]:ID7_Yellow	chr16L1|chr13L3	chr15R	subtelomere_switch	chr16L|chr7R > chr13L	True
7302	28	527b0df3-d584-4356-8430-49d75a702d88	7302_day3_with_selection	SRR33298450.554823	chr7R	6	ID5,ID5,ID3,ID5,ID5,ID3	Y	chr7R	6.0	ID5_Blue-Dark,ID5_Blue-Dark,ID3_Orange,ID5_Blue-Dark,ID5_Blue-Dark,ID3_Orange	Y' Gain	self[1]:ID5_Blue-Dark > chr14L[3]:ID3_Orange > self[1]:ID5_Blue-Dark > self[1]:ID5_Blue-Dark > chr14L[3]:ID3_Orange	chr16L1|chr7R1|chr14L3,4,5|chr7R1|chr7R1|chr14L3,4,5	ambiguous	unmatched_array	chr7R > chr14L > chr7R > chr14L	True
7172	28	5289ba0e-e30a-42d2-b1a5-19708ffc77cd	7172_day3_with_selection	SRR33298430.416055	chr15L	3	ID3,ID2,ID5	N	chr15L	3.0	ID5_Blue-Dark,ID2_Red,ID3_Orange	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr14L[2-3]:ID2_Red,ID3_Orange	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	subtelomere_switch	chr16L|chr7R > chr14L	True
7302	33	528c9417-9044-4f09-ab29-8cf7323787fc	7302_day4_with_selection	SRR33298449.313063	chr14R	3	ID6,ID3,ID3	N										
7172	33	529a4571-f1ad-4ba1-9e96-29f587575e38	7172_day4_with_selection	SRR33298429.630606	chr11L	3	ID5,ID2,ID3	N	chr11L	3.0	ID5_Blue-Dark,ID2_Red,ID3_Orange	Y' Gain	chr7R?[1]:ID5_Blue-Dark > chr14L[2-3]:ID2_Red,ID3_Orange	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr11R	subtelomere_switch	chr7R > chr14L	True
7172	33	52a69137-8b05-47c5-9a78-550c955c46eb	7172_day4_with_selection_repeat	SRR33298428.60459	chr6L	3	ID2,ID2,ID1	N	chr6L	3.0	ID1_Gray,ID2_Red,ID2_Red	1st Y' Change	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R|chr4R:ID2_Red,ID2_Red	chr5R1|chr4R5|chr15R1	chr5R	subtelomere_switch	chr12R	False
7302	28	53a7609a-b44b-4442-b191-8f5ab08d7c25	7302_day3_with_selection	SRR33298450.521266	chr10R	4	ID7,ID8,ID7,ID8	N	chr10R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	subtelomere_switch	chr13L	False
7172	33	53df5a34-8ed1-4161-82a1-3054a5a5694d	7172_day4_with_selection_repeat	SRR33298428.43349	chr7R	4	ID4,ID3,ID4,ID5	Y	chr7R	4.0	ID5_Blue-Dark,ID4_Green-Light,ID3_Orange,ID4_Green-Light	Y' Gain	chr2L|chr6L:ID4_Green-Light > chr14L[3]:ID3_Orange > chr2L|chr6L:ID4_Green-Light	chr16L1|chr2L1|chr14L3|chr2L1	ambiguous	unmatched_array	chr2L|chr6L > chr14L > chr2L|chr6L	True
7172	28	541c0f07-c68e-4ec2-950d-9729934dbb53	7172_day3_with_selection	SRR33298430.204644	chr16R	3	ID2,ID2,ID1	N	chr16R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R|chr14L|chr15R|chr16L|chr4R:ID2_Red > chr12R|chr14L|chr15R|chr16L|chr4R:ID2_Red	chr16R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:3	chr12R|chr14L|chr15R|chr16L|chr4R	False
7302	33	54ff7e49-8e52-446c-be70-18f2727a386a	7302_day4_with_selection	SRR33298449.439307	chr5R	5	ID1,ID8,ID8,ID8,ID8	N	chr5R	5.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr5R1|chr13L4|chr13L4|chr13L4|chr13L4	chr12R	donor_transfer	chr12R	False
7172	33	55307ad1-0183-49ca-bea6-7013c931e5a1	7172_day4_with_selection	SRR33298429.124324	chr4R	17	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	17.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[2-5]:ID2_Red,ID2_Red,ID2_Red,ID2_Red > self[5-7]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x2.0 moderate | alt chr4R[4-7] + chr4R[4-5])	chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr15R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2	chr4R	tandem_amplification_same_end	chr12R > chr4R	True
7172	28	5558f17a-eefd-4891-b7f5-2aaf3cabd6b6	7172_day3_with_selection	SRR33298430.463069	chr14L	11	ID3,ID2,ID3,ID3,ID2,ID3,ID3,ID2,ID3,ID2,ID5	N	chr14L	11.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID2_Red,ID3_Orange,ID3_Orange,ID2_Red,ID3_Orange,ID3_Orange,ID2_Red,ID3_Orange	1st Y' Change	chr7R?[1]:ID5_Blue-Dark > self[2-3]:ID2_Red,ID3_Orange,ID2_Red,ID3_Orange(circ x2.0 strong) > self[2-3]:ID3_Orange,ID2_Red,ID3_Orange(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3]) > self[2-3]:ID3_Orange,ID2_Red,ID3_Orange(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3])	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr4R1,2,6;chr16L2|chr14L3|chr14L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr14L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	tandem_amplification_same_end	chr7R > chr14L	True
7302	28	556cd40f-22ae-4a2c-9ffa-f0d6d705dfc4	7302_day3_with_selection	SRR33298450.19557	chr7R	3	ID2,ID2,ID5	N	chr7R	3.0	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr16L1|chr4R1,2,3,6|chr13L4	chr4R	donor_transfer	chr4R	False
7302	33	56b9ca64-183f-4051-a4f0-6a52d6b50d69	7302_day4_with_selection	SRR33298449.12734	chr12L	8	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12L	8.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[3-4]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x3.5 moderate)	chr12L1|chr4R1,2,3,6|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7172	28	58316efb-c2f5-4eff-b91d-1fca0ec51b03	7172_day3_with_selection	SRR33298430.463105	chr2R	5	ID2,ID2,ID2,ID2,ID1	N	chr2R	5.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R|chr14L:ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x4.0)	chr13L1|chr12R6,8|chr12R7|chr12R6,8|chr12R7	chr12R	donor_transfer	chr12R	False
7302	33	58abea61-134d-4061-8d2b-b2f436df4982	7302_day4_with_selection	SRR33298449.118344	chr8R	3	ID7,ID7,ID1	N	chr8R	3.0	ID1_Gray,ID7_Yellow,ID7_Yellow	Y' Gain	chr13L[1]:ID7_Yellow > chr13L[1]:ID7_Yellow	chr8R1|chr13L3|chr13L3	chr13	unmatched_array	chr13L	False
7302	28	59541642-2731-40b9-9f56-8ce3c3186b6b	7302_day3_with_selection	SRR33298450.222396	chr11L	3	ID1,ID2,ID2	N	chr11L	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R[1-3]:ID1_Gray,ID2_Red-Light,ID2_Red-Light	chr12R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2	chr12R	subtelomere_switch	chr12R	False
7172	33	5974adaa-59b2-4996-9fac-08834de162dc	7172_day4_with_selection_repeat	SRR33298428.351260	chr6L	5	ID2,ID2,ID2,ID2,ID1	N	chr6L	5.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red	1st Y' Change	chr12R[1-2]:ID1_Gray,ID2_Red > chr12R[6-8]:ID2_Red,ID2_Red,ID2_Red	chr5R1|chr12R7|chr12R7|chr12R7|chr12R7	chr5R	subtelomere_switch	chr12R	False
7172	33	5acf4fc3-f317-45fb-96c0-ab8257ba1889	7172_day4_with_selection_repeat	SRR33298428.75444	chr11R	3	ID4,ID2,ID5	Y	chr11R	3.0	ID5_Blue-Dark,ID2_Red,ID4_Green-Light	Y' Gain	chr16L[1-2]:ID5_Blue-Dark,ID2_Red > chr2L|chr6L:ID4_Green-Light	chr16L1|chr4R1,2,6;chr16L2|chr2L1	chr16L	donor_transfer	chr16L > chr2L|chr6L	True
7302	28	5b839d32-020b-4c7e-9955-a50a89af5c01	7302_day3_with_selection	SRR33298450.222436	chr13L	10	ID2,ID7,ID8,ID2,ID7,ID8,ID2,ID7,ID8,ID7	Y	chr13L	10.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	self[2-4]:ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID2_Red-Light,ID7_Yellow,ID2_Red-Light(circ x2.0 strong)	chr13L3|chr13L4|chr13L3|chr4R4,7;chr12R3,4,5;chr14L2|chr13L4|chr13L3|chr4R4,7;chr12R3,4,5;chr14L2|chr13L4|chr13L3|chr4R4,7;chr12R3,4,5;chr14L2	chr13L	tandem_amplification_same_end	chr13L	False
7302	33	5dc892a5-0485-409d-b54a-7e547542305a	7302_day4_with_selection	SRR33298449.107663	chr7L	4	ID2,ID2,ID2,ID2	N	chr7L	4.0	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R[2-4]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x1.3 moderate | alt chr12R[2-4] + chr12R[2])	chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr12R6	chr12R	donor_transfer	chr12R	False
7172	33	5e82a06d-90bf-45d3-8189-c6eba2707944	7172_day4_with_selection_repeat	SRR33298428.211904	chr6L	3	ID2,ID2,ID1	N	chr6L	3.0	ID1_Gray,ID2_Red,ID2_Red	1st Y' Change	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R|chr4R:ID2_Red,ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr15R1	chr5R	subtelomere_switch	chr12R	False
