sample	chr_end	n	n_status_changed	n_source_changed	n_detected_changed	n_detected_a	n_detected_b	n_ambiguous_a	n_ambiguous_b	mean_dconf
7302_day5_with_selection	chr3L	311	0	1	0	1	1	0	0	0.0
7302_day5_with_selection	chr3R	279	0	9	0	18	18	0	0	0.006
7302_day5_with_selection	chr4L	170	0	6	0	20	20	1	0	0.009
7302_day5_with_selection	chr4R	69	0	3	0	21	21	18	17	-0.005
7302_day5_with_selection	chr5L	217	0	11	0	19	19	5	7	0.007
7302_day5_with_selection	chr5R	218	0	13	0	13	13	0	1	0.005
7302_day5_with_selection	chr6L	266	0	10	0	27	27	14	10	0.002
7302_day5_with_selection	chr6R	267	0	1	0	1	1	0	0	0.001
7302_day5_with_selection	chr7L	265	0	4	0	10	10	0	1	0.002
7302_day5_with_selection	chr7R	227	0	20	0	20	20	0	0	0.007
7302_day5_with_selection	chr8L	259	0	9	0	15	15	4	9	0.002
7302_day5_with_selection	chr8R	125	0	3	0	8	8	2	2	0.0
7302_day5_with_selection	chr9L	188	0	3	0	5	5	0	0	0.002
7302_day5_with_selection	chr9R	213	0	1	0	2	2	0	0	0.002
7302_day6_with_selection_repeat	chr10L	98	0	1	0	2	2	1	1	0.002
7302_day6_with_selection_repeat	chr10R	89	0	1	0	89	89	0	0	0.345
7302_day6_with_selection_repeat	chr11L	168	0	2	0	2	2	0	0	0.0
7302_day6_with_selection_repeat	chr11R	137	0	1	0	3	3	0	0	0.0
7302_day6_with_selection_repeat	chr12L	183	0	1	0	2	2	2	1	0.002
7302_day6_with_selection_repeat	chr12R	16	0	13	0	15	15	2	2	0.103
7302_day6_with_selection_repeat	chr13L	98	0	3	0	98	98	98	95	-0.014
7302_day6_with_selection_repeat	chr13R	146	0	3	0	11	11	0	2	0.011
7302_day6_with_selection_repeat	chr14L	29	0	1	0	6	6	5	5	-0.01
7302_day6_with_selection_repeat	chr14R	144	0	2	0	19	19	15	15	0.001
7302_day6_with_selection_repeat	chr15L	146	0	5	0	9	9	0	1	0.005
7302_day6_with_selection_repeat	chr15R	101	0	4	0	4	4	1	0	0.001
7302_day6_with_selection_repeat	chr16L	92	0	1	0	1	1	0	0	0.004
7302_day6_with_selection_repeat	chr16R	170	0	1	0	3	3	1	2	-0.0
7302_day6_with_selection_repeat	chr1L	276	0	1	0	26	26	6	6	0.0
7302_day6_with_selection_repeat	chr1R	121	0	3	0	17	17	0	0	0.0
7302_day6_with_selection_repeat	chr2L	153	0	0	0	1	1	1	1	0.0
7302_day6_with_selection_repeat	chr2R	153	0	10	0	20	20	0	0	0.009
7302_day6_with_selection_repeat	chr3L	226	0	3	0	3	3	0	0	0.0
7302_day6_with_selection_repeat	chr3R	192	0	8	0	26	26	0	0	0.009
7302_day6_with_selection_repeat	chr4L	76	0	4	0	16	16	0	0	0.035
7302_day6_with_selection_repeat	chr4R	43	0	0	0	43	43	43	43	-0.017
7302_day6_with_selection_repeat	chr5L	161	0	5	0	15	15	9	11	-0.0
7302_day6_with_selection_repeat	chr5R	157	0	5	0	6	6	1	1	0.005
7302_day6_with_selection_repeat	chr6L	171	0	2	0	11	11	3	3	-0.0
7302_day6_with_selection_repeat	chr6R	201	0	16	0	23	23	2	2	0.003
7302_day6_with_selection_repeat	chr7L	189	0	7	0	13	13	0	4	0.004
7302_day6_with_selection_repeat	chr7R	138	0	3	0	3	3	0	0	0.0
7302_day6_with_selection_repeat	chr8L	175	0	4	0	6	6	2	6	-0.001
7302_day6_with_selection_repeat	chr8R	45	0	1	0	4	4	3	3	0.008
7302_day6_with_selection_repeat	chr9L	98	0	0	0	2	2	2	2	0.0
7302_day6_with_selection_repeat	chr9R	184	0	1	0	1	1	0	0	0.001
7302_day9_with_selection_repeat	chr10L	63	0	1	0	1	1	0	0	0.002
7302_day9_with_selection_repeat	chr10R	60	0	0	0	60	60	0	0	0.346
7302_day9_with_selection_repeat	chr11L	115	0	1	0	3	3	0	0	0.0
7302_day9_with_selection_repeat	chr11R	89	0	0	0	8	8	0	0	0.021
7302_day9_with_selection_repeat	chr12L	108	0	0	0	3	3	0	0	0.0
7302_day9_with_selection_repeat	chr12R	10	0	6	0	10	10	3	3	0.106
7302_day9_with_selection_repeat	chr13L	63	0	1	0	63	63	58	57	-0.021
7302_day9_with_selection_repeat	chr13R	95	0	4	0	10	10	0	3	0.017
7302_day9_with_selection_repeat	chr14L	13	0	1	0	4	4	1	1	0.0
7302_day9_with_selection_repeat	chr14R	80	0	2	0	17	17	11	11	0.006
7302_day9_with_selection_repeat	chr15L	98	0	6	0	9	9	0	2	0.004
7302_day9_with_selection_repeat	chr15R	59	0	4	0	5	5	1	1	0.013
7302_day9_with_selection_repeat	chr16L	59	0	4	0	4	4	0	0	0.011
7302_day9_with_selection_repeat	chr16R	89	0	1	0	4	4	2	2	0.0
7302_day9_with_selection_repeat	chr1L	216	0	3	0	23	23	4	4	0.002
7302_day9_with_selection_repeat	chr1R	127	0	1	0	29	29	0	0	0.002
7302_day9_with_selection_repeat	chr2L	78	0	1	0	1	1	0	0	0.001
7302_day9_with_selection_repeat	chr2R	70	0	9	0	17	17	0	0	0.025
7302_day9_with_selection_repeat	chr3L	161	0	3	0	4	4	0	0	0.0
7302_day9_with_selection_repeat	chr3R	146	0	7	0	14	14	0	0	0.008
7302_day9_with_selection_repeat	chr4L	40	0	2	0	12	12	0	0	0.054
7302_day9_with_selection_repeat	chr4R	31	0	0	0	31	31	31	31	-0.034
7302_day9_with_selection_repeat	chr5L	89	0	6	0	12	12	6	6	0.016
7302_day9_with_selection_repeat	chr5R	96	0	6	0	8	8	1	1	0.009
7302_day9_with_selection_repeat	chr6L	158	0	5	0	18	18	6	5	0.008
7302_day9_with_selection_repeat	chr6R	188	0	7	0	18	18	3	3	0.003
7302_day9_with_selection_repeat	chr7L	110	0	5	0	9	9	0	2	0.002
7302_day9_with_selection_repeat	chr7R	73	0	5	0	5	5	0	0	0.006
7302_day9_with_selection_repeat	chr8L	96	0	2	0	2	2	0	2	-0.001
7302_day9_with_selection_repeat	chr8R	28	0	1	0	2	2	1	1	0.0
7302_day9_with_selection_repeat	chr9L	70	0	0	0	1	1	1	1	0.0
7302_day9_with_selection_repeat	chr9R	121	0	1	0	4	4	0	0	0.003
7302_survivor_IT169	chr10L	4	0	2	0	4	4	1	1	0.015
7302_survivor_IT169	chr11L	19	0	7	0	18	18	0	6	0.0
7302_survivor_IT169	chr11R	3	0	3	0	3	3	0	0	0.12
7302_survivor_IT169	chr12L	6	0	2	0	4	4	4	2	0.065
7302_survivor_IT169	chr12R	5	0	1	0	5	5	4	4	0.012
7302_survivor_IT169	chr13L	6	0	5	0	6	6	2	1	0.08
7302_survivor_IT169	chr13R	21	0	5	0	21	21	0	0	0.311
7302_survivor_IT169	chr14R	11	0	6	0	8	8	0	0	0.09
7302_survivor_IT169	chr15L	5	0	4	0	5	5	0	0	0.0
7302_survivor_IT169	chr15R	10	0	4	0	4	4	0	0	0.011
7302_survivor_IT169	chr16L	7	0	3	0	3	3	0	0	0.0
7302_survivor_IT169	chr16R	23	0	8	0	14	14	5	7	0.027
7302_survivor_IT169	chr1L	4	0	4	0	4	4	0	0	0.0
7302_survivor_IT169	chr2R	3	0	3	0	3	3	0	0	0.02
7302_survivor_IT169	chr3L	7	0	6	0	6	6	0	0	0.009
7302_survivor_IT169	chr3R	6	0	0	0	6	6	0	0	0.235
7302_survivor_IT169	chr4R	3	0	1	0	2	2	1	1	-0.05
7302_survivor_IT169	chr5L	9	0	7	0	7	7	0	1	0.07
7302_survivor_IT169	chr5R	11	0	6	0	6	6	0	0	0.03
7302_survivor_IT169	chr6L	10	0	10	0	10	10	3	0	0.085
7302_survivor_IT169	chr6R	12	0	12	0	12	12	0	0	0.043
7302_survivor_IT169	chr7L	5	0	5	0	5	5	0	0	0.0
7302_survivor_IT169	chr7R	19	0	10	0	10	10	0	0	0.025
7302_survivor_IT169	chr8L	13	0	12	0	13	13	2	5	0.099
7302_survivor_IT169	chr8R	3	0	1	0	2	2	1	1	0.0
7302_survivor_IT169	chr9L	9	0	4	0	5	5	1	1	0.05
7302_survivor_IT169	chr9R	3	0	1	0	3	3	0	0	0.142
7302_survivor_IT171	chr10L	8	0	0	0	3	3	1	1	0.027
7302_survivor_IT171	chr10R	4	0	0	0	4	4	0	0	0.348
7302_survivor_IT171	chr11L	21	0	5	0	7	7	0	0	0.018
7302_survivor_IT171	chr12L	5	0	3	0	4	4	4	1	0.062
7302_survivor_IT171	chr13L	6	0	3	0	5	5	2	2	0.075
7302_survivor_IT171	chr13R	9	0	1	0	9	9	0	0	0.105
7302_survivor_IT171	chr14R	11	0	4	0	11	11	7	7	0.048
7302_survivor_IT171	chr15L	8	0	4	0	8	8	0	3	0.032
7302_survivor_IT171	chr16L	4	0	1	0	2	2	0	0	0.082
7302_survivor_IT171	chr1L	20	0	9	0	20	20	6	6	0.05
7302_survivor_IT171	chr1R	3	0	0	0	3	3	0	0	0.15
7302_survivor_IT171	chr2R	6	0	1	0	1	1	0	0	0.0
7302_survivor_IT171	chr3L	16	0	2	0	2	2	0	0	0.029
7302_survivor_IT171	chr3R	4	0	2	0	3	3	0	0	0.015
7302_survivor_IT171	chr4L	3	0	1	0	3	3	0	0	0.12
7302_survivor_IT171	chr4R	5	0	0	0	5	5	3	3	0.0
7302_survivor_IT171	chr5L	4	0	1	0	1	1	0	0	0.0
7302_survivor_IT171	chr5R	11	0	7	0	7	7	0	0	0.03
7302_survivor_IT171	chr6R	10	0	2	0	9	9	0	1	0.029
7302_survivor_IT171	chr7R	8	0	4	0	5	5	1	1	0.096
7302_survivor_IT171	chr8L	12	0	7	0	10	10	2	4	0.082
7302_survivor_IT171	chr8R	3	0	1	0	2	2	0	0	0.12
7302_survivor_IT171	chr9L	6	0	5	0	5	5	1	0	0.098
7302_survivor_IT171	chr9R	10	0	2	0	3	3	0	0	0.006
